source_player_code,source_club_code,source_season,source_player_name,source_club_name
p20658,166,2017/2018,Pablo Zabaleta,West Ham United
p216058,166,2017/2018,Domingos Quina,West Ham United
p221568,166,2017/2018,Daniel Kemp,West Ham United
p222018,166,2017/2018,Ben Johnson,West Ham United
p232398,166,2017/2018,Nathan Trott,West Ham United
p32259,166,2017/2018,Darren Randolph,West Ham United
p38580,166,2017/2018,José Fonte,West Ham United
p40142,166,2017/2018,Andy Carroll,West Ham United
p40669,166,2017/2018,Angelo Ogbonna,West Ham United
p41464,166,2017/2018,Marko Arnautovic,West Ham United
p43020,166,2017/2018,Chicharito,West Ham United
p44336,166,2017/2018,Sofiane Feghouli,West Ham United
p45124,166,2017/2018,André Ayew,West Ham United
p48717,166,2017/2018,Winston Reid,West Ham United
p55037,166,2017/2018,Cheikhou Kouyaté,West Ham United
p55459,166,2017/2018,Aaron Cresswell,West Ham United
p57531,166,2017/2018,Michail Antonio,West Ham United
p59779,166,2017/2018,Pedro Obiang,West Ham United
p60706,166,2017/2018,Adrián,West Ham United
p73889,166,2017/2018,Diafra Sakho,West Ham United
p82257,166,2017/2018,Raphael Spiegel,West Ham United
p8380,166,2017/2018,James Collins,West Ham United
p86934,166,2017/2018,Manuel Lanzini,West Ham United
p88812,166,2017/2018,Doneil Henry,West Ham United
p101184,120,2016/2017,Calum Chambers,Arsenal
p11334,120,2016/2017,Petr Cech,Arsenal
p113534,120,2016/2017,Matt Macey,Arsenal
p133798,120,2016/2017,Serge Gnabry,Arsenal
p147675,120,2016/2017,Chuba Akpom,Arsenal
p153122,120,2016/2017,Dejan Iliev,Arsenal
p153133,120,2016/2017,Alex Iwobi,Arsenal
p153256,120,2016/2017,Mohamed Elneny,Arsenal
p154042,120,2016/2017,Marc Bola,Arsenal
p154043,120,2016/2017,Ainsley Maitland-Niles,Arsenal
p154047,120,2016/2017,Chris Willock,Arsenal
p154048,120,2016/2017,Stephy Mavididi,Arsenal
p155851,120,2016/2017,Lucas Pérez,Arsenal
p156074,120,2016/2017,Rob Holding,Arsenal
p158074,120,2016/2017,Gabriel Paulista,Arsenal
p158870,120,2016/2017,Gedion Zelalem,Arsenal
p17127,120,2016/2017,Per Mertesacker,Arsenal
p173803,120,2016/2017,Ben Sheaf,Arsenal
p18155,120,2016/2017,Mathieu Flamini,Arsenal
p183656,120,2016/2017,Josh Dasilva,Arsenal
p19524,120,2016/2017,Santi Cazorla,Arsenal
p195482,120,2016/2017,Krystian Bielik,Arsenal
p202041,120,2016/2017,Ismaël Bennacer,Arsenal
p20467,120,2016/2017,Theo Walcott,Arsenal
p208987,120,2016/2017,Jeff Reine-Adélaïde,Arsenal
p233963,120,2016/2017,Konstantinos Mavropanos,Arsenal
p27334,120,2016/2017,Mathieu Debuchy,Arsenal
p37265,120,2016/2017,Alexis Sánchez,Arsenal
p37605,120,2016/2017,Mesut Özil,Arsenal
p38411,120,2016/2017,Nacho Monreal,Arsenal
p41792,120,2016/2017,Aaron Ramsey,Arsenal
p42427,120,2016/2017,Kieran Gibbs,Arsenal
p44346,120,2016/2017,Olivier Giroud,Arsenal
p48844,120,2016/2017,David Ospina,Arsenal
p50175,120,2016/2017,Danny Welbeck,Arsenal
p51507,120,2016/2017,Laurent Koscielny,Arsenal
p54102,120,2016/2017,Jack Wilshere,Arsenal
p56864,120,2016/2017,Francis Coquelin,Arsenal
p59936,120,2016/2017,Wojciech Szczesny,Arsenal
p69140,120,2016/2017,Shkodran Mustafi,Arsenal
p80254,120,2016/2017,Carl Jenkinson,Arsenal
p80711,120,2016/2017,Yaya Sanogo,Arsenal
p81880,120,2016/2017,Alex Oxlade-Chamberlain,Arsenal
p84450,120,2016/2017,Granit Xhaka,Arsenal
p8597,120,2016/2017,Tomas Rosicky,Arsenal
p8758,120,2016/2017,Mikel Arteta,Arsenal
p98745,120,2016/2017,Héctor Bellerín,Arsenal
p98980,120,2016/2017,Emiliano Martínez,Arsenal
p99127,120,2016/2017,Joel Campbell,Arsenal
p103912,127,2016/2017,Jordon Ibe,AFC Bournemouth
p115838,127,2016/2017,Josh Wakefield,AFC Bournemouth
p120447,127,2016/2017,Brad Smith,AFC Bournemouth
p122342,127,2016/2017,Emerson Hyndman,AFC Bournemouth
p126184,127,2016/2017,Nathan Aké,AFC Bournemouth
p126468,127,2016/2017,Tokelo Rantie,AFC Bournemouth
p149484,127,2016/2017,Tyrone Mings,AFC Bournemouth
p15149,127,2016/2017,Simon Francis,AFC Bournemouth
p15237,127,2016/2017,Andrew Surman,AFC Bournemouth
p155408,127,2016/2017,Lewis Cook,AFC Bournemouth
p15885,127,2016/2017,Adam Federici,AFC Bournemouth
p167789,127,2016/2017,Baily Cargill,AFC Bournemouth
p167792,127,2016/2017,Brandon Goodship,AFC Bournemouth
p178304,127,2016/2017,Lys Mousset,AFC Bournemouth
p18726,127,2016/2017,Artur Boruc,AFC Bournemouth
p192286,127,2016/2017,Callum Buckley,AFC Bournemouth
p200369,127,2016/2017,Jordan Holmes,AFC Bournemouth
p20037,127,2016/2017,Marc Pugh,AFC Bournemouth
p200370,127,2016/2017,Matt Butcher,AFC Bournemouth
p200374,127,2016/2017,Jordan Lee,AFC Bournemouth
p20529,127,2016/2017,Glenn Murray,AFC Bournemouth
p20669,127,2016/2017,Shaun MacDonald,AFC Bournemouth
p20963,127,2016/2017,Lee Tomlin,AFC Bournemouth
p21246,127,2016/2017,Lewis Grabban,AFC Bournemouth
p214578,127,2016/2017,Jordan Green,AFC Bournemouth
p217331,127,2016/2017,Sam Surridge,AFC Bournemouth
p222434,127,2016/2017,Jack Simpson,AFC Bournemouth
p224946,127,2016/2017,Matthew Worthington,AFC Bournemouth
p225321,127,2016/2017,Aaron Ramsdale,AFC Bournemouth
p227290,127,2016/2017,Corey Jordan,AFC Bournemouth
p231845,127,2016/2017,Ollie Harfield,AFC Bournemouth
p231847,127,2016/2017,Keelan O'Connell,AFC Bournemouth
p28378,127,2016/2017,Tommy Elphick,AFC Bournemouth
p32318,127,2016/2017,Marc Wilson,AFC Bournemouth
p37342,127,2016/2017,Rhoys Wiggins,AFC Bournemouth
p40387,127,2016/2017,Dan Gosling,AFC Bournemouth
p41320,127,2016/2017,Charlie Daniels,AFC Bournemouth
p48615,127,2016/2017,Harry Arter,AFC Bournemouth
p54102,127,2016/2017,Jack Wilshere,AFC Bournemouth
p54469,127,2016/2017,Adam Smith,AFC Bournemouth
p56872,127,2016/2017,Junior Stanislas,AFC Bournemouth
p56917,127,2016/2017,Steve Cook,AFC Bournemouth
p56983,127,2016/2017,Matt Ritchie,AFC Bournemouth
p59741,127,2016/2017,Max-Alain Gradel,AFC Bournemouth
p61302,127,2016/2017,Ryan Allsop,AFC Bournemouth
p6219,127,2016/2017,Sylvain Distin,AFC Bournemouth
p75115,127,2016/2017,Callum Wilson,AFC Bournemouth
p78007,127,2016/2017,Joshua King,AFC Bournemouth
p78154,127,2016/2017,Jayden Stockley,AFC Bournemouth
p80498,127,2016/2017,Eunan O'Kane,AFC Bournemouth
p88498,127,2016/2017,Benik Afobe,AFC Bournemouth
p90105,127,2016/2017,Ryan Fraser,AFC Bournemouth
p93538,127,2016/2017,Juan Iturbe,AFC Bournemouth
p106611,131,2016/2017,Michael Keane,Burnley
p106617,131,2016/2017,Patrick Bamford,Burnley
p114100,131,2016/2017,George Green,Burnley
p124125,131,2016/2017,Tom Anderson,Burnley
p14325,131,2016/2017,Lloyd Dyer,Burnley
p151099,131,2016/2017,Cameron Dummigan,Burnley
p151103,131,2016/2017,Brad Jackson,Burnley
p151105,131,2016/2017,Jason Gilchrist,Burnley
p15276,131,2016/2017,Joey Barton,Burnley
p153678,131,2016/2017,Chris Long,Burnley
p15944,131,2016/2017,Michael Kightly,Burnley
p15982,131,2016/2017,Dean Marney,Burnley
p165251,131,2016/2017,Danijel Nizic,Burnley
p17761,131,2016/2017,James Tarkowski,Burnley
p1801,131,2016/2017,Paul Robinson,Burnley
p182620,131,2016/2017,Ntumba Massanka,Burnley
p19556,131,2016/2017,David Jones,Burnley
p207725,131,2016/2017,Daniel Agyei,Burnley
p21205,131,2016/2017,Tom Heaton,Burnley
p28244,131,2016/2017,George Boyd,Burnley
p2907,131,2016/2017,Michael Duff,Burnley
p3289,131,2016/2017,Matthew Taylor,Burnley
p34654,131,2016/2017,Lukas Jutkiewicz,Burnley
p37002,131,2016/2017,Rouwen Hennings,Burnley
p39158,131,2016/2017,Scott Arfield,Burnley
p39847,131,2016/2017,Steven Defour,Burnley
p40399,131,2016/2017,Sam Vokes,Burnley
p40616,131,2016/2017,Stephen Ward,Burnley
p41674,131,2016/2017,Kevin Long,Burnley
p44699,131,2016/2017,Ashley Barnes,Burnley
p51927,131,2016/2017,Ben Mee,Burnley
p60551,131,2016/2017,Ashley Westwood,Burnley
p60586,131,2016/2017,Jóhann Gudmundsson,Burnley
p68983,131,2016/2017,Matthew Lowton,Burnley
p73426,131,2016/2017,Andre Gray,Burnley
p80788,131,2016/2017,Daniel Lafferty,Burnley
p83314,131,2016/2017,Jeff Hendrick,Burnley
p8437,131,2016/2017,Matthew Gilks,Burnley
p85017,131,2016/2017,Tendayi Darikwa,Burnley
p90517,131,2016/2017,Robbie Brady,Burnley
p91979,131,2016/2017,Jon Flanagan,Burnley
p95508,131,2016/2017,Fredrik Ulvestad,Burnley
p98747,131,2016/2017,Nick Pope,Burnley
p103192,134,2016/2017,Kurt Zouma,Chelsea
p104953,134,2016/2017,Christian Atsu,Chelsea
p108132,134,2016/2017,Jamal Blackman,Chelsea
p110504,134,2016/2017,Bertrand Traoré,Chelsea
p112516,134,2016/2017,Isaiah Brown,Chelsea
p116594,134,2016/2017,N'Golo Kanté,Chelsea
p118335,134,2016/2017,Baba Rahman,Chelsea
p126184,134,2016/2017,Nathan Aké,Chelsea
p126186,134,2016/2017,Lewis Baker,Chelsea
p126187,134,2016/2017,Ruben Loftus-Cheek,Chelsea
p135363,134,2016/2017,Andreas Christensen,Chelsea
p135365,134,2016/2017,Jeremie Boga,Chelsea
p135421,134,2016/2017,Charlie Colkett,Chelsea
p138816,134,2016/2017,Cristián Cuevas,Chelsea
p154566,134,2016/2017,Dominic Solanke,Chelsea
p159506,134,2016/2017,Ola Aina,Chelsea
p160190,134,2016/2017,Kasey Palmer,Chelsea
p163793,134,2016/2017,Matt Miazga,Chelsea
p167767,134,2016/2017,Kenedy,Chelsea
p171162,134,2016/2017,Charly Musonda,Chelsea
p1718,134,2016/2017,John Terry,Chelsea
p172986,134,2016/2017,Nathan,Chelsea
p173879,134,2016/2017,Tammy Abraham,Chelsea
p17878,134,2016/2017,Cesc Fàbregas,Chelsea
p180732,134,2016/2017,Jake Clarke-Salter,Chelsea
p18507,134,2016/2017,Diego Costa,Chelsea
p19419,134,2016/2017,Gary Cahill,Chelsea
p194794,134,2016/2017,Fikayo Tomori,Chelsea
p200415,134,2016/2017,Nathan Baxter,Chelsea
p28495,134,2016/2017,John Obi Mikel,Chelsea
p38419,134,2016/2017,Loïc Rémy,Chelsea
p40349,134,2016/2017,Asmir Begovic,Chelsea
p41135,134,2016/2017,Branislav Ivanovic,Chelsea
p41251,134,2016/2017,Eduardo,Chelsea
p41270,134,2016/2017,David Luiz,Chelsea
p41328,134,2016/2017,César Azpilicueta,Chelsea
p42786,134,2016/2017,Eden Hazard,Chelsea
p47431,134,2016/2017,Willian,Chelsea
p49013,134,2016/2017,Victor Moses,Chelsea
p49579,134,2016/2017,Pedro,Chelsea
p60772,134,2016/2017,Thibaut Courtois,Chelsea
p61262,134,2016/2017,Oscar,Chelsea
p62398,134,2016/2017,Nemanja Matic,Chelsea
p66733,134,2016/2017,Juan Cuadrado,Chelsea
p7445,134,2016/2017,Marco Amelia,Chelsea
p82263,134,2016/2017,Marcos Alonso,Chelsea
p84482,134,2016/2017,Tomas Kalas,Chelsea
p84915,134,2016/2017,Michael Hector,Chelsea
p89085,134,2016/2017,Nathaniel Chalobah,Chelsea
p94245,134,2016/2017,Michy Batshuayi,Chelsea
p103100,136,2016/2017,Jonathan Williams,Crystal Palace
p104547,136,2016/2017,Dwight Gayle,Crystal Palace
p106603,136,2016/2017,Ezekiel Fryers,Crystal Palace
p114536,136,2016/2017,Ryan Inniss,Crystal Palace
p11554,136,2016/2017,Julian Speroni,Crystal Palace
p130103,136,2016/2017,Hiram Boateng,Crystal Palace
p138005,136,2016/2017,Luke Croll,Crystal Palace
p138006,136,2016/2017,Jake Gray,Crystal Palace
p138009,136,2016/2017,Sullay Kaikai,Crystal Palace
p15274,136,2016/2017,Paddy McCarthy,Crystal Palace
p15284,136,2016/2017,Brede Hangeland,Crystal Palace
p15675,136,2016/2017,Marouane Chamakh,Crystal Palace
p168057,136,2016/2017,Kleton Perntreou,Crystal Palace
p169735,136,2016/2017,Noor Husin,Crystal Palace
p17500,136,2016/2017,Emmanuel Adebayor,Crystal Palace
p18155,136,2016/2017,Mathieu Flamini,Crystal Palace
p18805,136,2016/2017,Joe Ledley,Crystal Palace
p191769,136,2016/2017,Jonathan Benteke,Crystal Palace
p19188,136,2016/2017,Scott Dann,Crystal Palace
p19197,136,2016/2017,Jason David Ian Puncheon,Crystal Palace
p20066,136,2016/2017,Wayne Hennessey,Crystal Palace
p20145,136,2016/2017,Adrian Mariappa,Crystal Palace
p204216,136,2016/2017,Keshi Anderson,Crystal Palace
p214590,136,2016/2017,Aaron Wan-Bissaka,Crystal Palace
p215885,136,2016/2017,Michael Phillips,Crystal Palace
p221271,136,2016/2017,Ben Wynter,Crystal Palace
p221275,136,2016/2017,Luke Dreher,Crystal Palace
p27341,136,2016/2017,Yohan Cabaye,Crystal Palace
p28541,136,2016/2017,Fraizer Campbell,Crystal Palace
p38419,136,2016/2017,Loïc Rémy,Crystal Palace
p40784,136,2016/2017,Mamadou Sakho,Crystal Palace
p44343,136,2016/2017,Bakary Sako,Crystal Palace
p44413,136,2016/2017,Steve Mandanda,Crystal Palace
p49413,136,2016/2017,James Tomkins,Crystal Palace
p49438,136,2016/2017,Jordon Mutch,Crystal Palace
p50471,136,2016/2017,James McArthur,Crystal Palace
p54861,136,2016/2017,Christian Benteke,Crystal Palace
p55452,136,2016/2017,Yannick Bolasie,Crystal Palace
p55494,136,2016/2017,Joel Ward,Crystal Palace
p58376,136,2016/2017,Alex McCarthy,Crystal Palace
p58786,136,2016/2017,Martin Kelly,Crystal Palace
p59115,136,2016/2017,Mile Jedinak,Crystal Palace
p59125,136,2016/2017,Connor Wickham,Crystal Palace
p60252,136,2016/2017,Andros Townsend,Crystal Palace
p66975,136,2016/2017,Luka Milivojevic,Crystal Palace
p74230,136,2016/2017,Patrick van Aanholt,Crystal Palace
p75773,136,2016/2017,Lee Chung-Yong,Crystal Palace
p7906,136,2016/2017,Damien Delaney,Crystal Palace
p79228,136,2016/2017,Pape Souaré,Crystal Palace
p82403,136,2016/2017,Wilfried Zaha,Crystal Palace
p86417,136,2016/2017,Jeffrey Schlupp,Crystal Palace
p94926,136,2016/2017,Freddie Ladapo,Crystal Palace
p10318,138,2016/2017,Maarten Stekelenburg,Everton
p108824,138,2016/2017,Brendan Galloway,Everton
p113688,138,2016/2017,Oumar Niasse,Everton
p114093,138,2016/2017,Matthew Pennington,Everton
p121221,138,2016/2017,Ramiro Funes Mori,Everton
p12745,138,2016/2017,Leighton Baines,Everton
p148179,138,2016/2017,Enner Valencia,Everton
p149468,138,2016/2017,Jiang Guangtai,Everton
p152581,138,2016/2017,Leandro Rodríguez,Everton
p15337,138,2016/2017,Tim Howard,Everton
p153670,138,2016/2017,Russell Griffiths,Everton
p153673,138,2016/2017,Jonjoe Kenny,Everton
p153679,138,2016/2017,Courtney Duffus,Everton
p1632,138,2016/2017,Gareth Barry,Everton
p169527,138,2016/2017,Joe Williams,Everton
p171270,138,2016/2017,Kieran Dowell,Everton
p17349,138,2016/2017,Aaron Lennon,Everton
p173807,138,2016/2017,Tom Davies,Everton
p175832,138,2016/2017,Callum Connolly,Everton
p177815,138,2016/2017,Dominic Calvert-Lewin,Everton
p179100,138,2016/2017,Jindrich Stanek,Everton
p179141,138,2016/2017,Shani Tarashaj,Everton
p179615,138,2016/2017,David Henen,Everton
p18267,138,2016/2017,Aiden McGeady,Everton
p185056,138,2016/2017,Mateusz Hewelt,Everton
p19159,138,2016/2017,Ashley Williams,Everton
p194164,138,2016/2017,Mason Holgate,Everton
p219352,138,2016/2017,Ademola Lookman,Everton
p26901,138,2016/2017,Kevin Mirallas,Everton
p26921,138,2016/2017,Arouna Koné,Everton
p27707,138,2016/2017,Darron Gibson,Everton
p42774,138,2016/2017,Morgan Schneiderlin,Everton
p43250,138,2016/2017,Tom Cleverley,Everton
p50472,138,2016/2017,James McCarthy,Everton
p55452,138,2016/2017,Yannick Bolasie,Everton
p59949,138,2016/2017,Séamus Coleman,Everton
p66749,138,2016/2017,Romelu Lukaku,Everton
p7525,138,2016/2017,Steven Pienaar,Everton
p7645,138,2016/2017,Phil Jagielka,Everton
p77762,138,2016/2017,Bryan Oviedo,Everton
p78315,138,2016/2017,Joel Robles,Everton
p80181,138,2016/2017,Conor McAleny,Everton
p80183,138,2016/2017,Luke Garbutt,Everton
p80801,138,2016/2017,Idrissa Gueye,Everton
p8378,138,2016/2017,Leon Osman,Everton
p87447,138,2016/2017,Muhamed Besic,Everton
p88894,138,2016/2017,Ross Barkley,Everton
p9007,138,2016/2017,Tony Hibbert,Everton
p94924,138,2016/2017,Gerard Deulofeu,Everton
p97299,138,2016/2017,John Stones,Everton
p111847,141,2016/2017,Adama Diomande,Hull City
p113688,141,2016/2017,Oumar Niasse,Hull City
p11974,141,2016/2017,Eldin Jakupovic,Hull City
p122798,141,2016/2017,Andrew Robertson,Hull City
p12390,141,2016/2017,Allan McGregor,Hull City
p12679,141,2016/2017,Michael Dawson,Hull City
p147675,141,2016/2017,Chuba Akpom,Hull City
p15109,141,2016/2017,Tom Huddlestone,Hull City
p15144,141,2016/2017,David Marshall,Hull City
p155509,141,2016/2017,Greg Olley,Hull City
p156686,141,2016/2017,James Weir,Hull City
p157652,141,2016/2017,Calaum Jahraldo-Martin,Hull City
p171982,141,2016/2017,Brian Lenihan,Hull City
p178186,141,2016/2017,Jarrod Bowen,Hull City
p18987,141,2016/2017,Robert Snodgrass,Hull City
p19115,141,2016/2017,Curtis Davies,Hull City
p192358,141,2016/2017,Rory Watson,Hull City
p19687,141,2016/2017,Alex Bruce,Hull City
p19812,141,2016/2017,Dusan Kuciak,Hull City
p202174,141,2016/2017,Greg Luer,Hull City
p213384,141,2016/2017,Josh Clackstone,Hull City
p221265,141,2016/2017,Harvey Rodgers,Hull City
p221267,141,2016/2017,Josh Tymon,Hull City
p221268,141,2016/2017,Ben Hinchcliffe,Hull City
p226450,141,2016/2017,William Mannion,Hull City
p240498,141,2016/2017,Brandon Fleming,Hull City
p240499,141,2016/2017,Daniel Batty,Hull City
p28147,141,2016/2017,Mohamed Diamé,Hull City
p37339,141,2016/2017,Ahmed El Mohamady,Hull City
p39167,141,2016/2017,Andrea Ranocchia,Hull City
p39472,141,2016/2017,Dieumerci Mbokani,Hull City
p49688,141,2016/2017,Alfred N'Diaye,Hull City
p49944,141,2016/2017,Jake Livermore,Hull City
p49957,141,2016/2017,Kamil Grosicki,Hull City
p52287,141,2016/2017,Evandro,Hull City
p53371,141,2016/2017,David Meyler,Hull City
p58791,141,2016/2017,Ryan Mason,Hull City
p59856,141,2016/2017,Abel Hernández,Hull City
p74033,141,2016/2017,Sam Clucas,Hull City
p82771,141,2016/2017,Markus Henriksen,Hull City
p88898,141,2016/2017,Moses Odubajo,Hull City
p9110,141,2016/2017,Shaun Maloney,Hull City
p91126,141,2016/2017,Will Keane,Hull City
p92293,141,2016/2017,Omar Elabdellaoui,Hull City
p95658,141,2016/2017,Harry Maguire,Hull City
p99323,141,2016/2017,Lazar Markovic,Hull City
p101668,144,2016/2017,Jamie Vardy,Leicester City
p103025,144,2016/2017,Riyad Mahrez,Leicester City
p103127,144,2016/2017,Molla Wagué,Leicester City
p114315,144,2016/2017,Jonny Maddison,Leicester City
p11848,144,2016/2017,Dean Hammond,Leicester City
p12413,144,2016/2017,Robert Huth,Leicester City
p130025,144,2016/2017,Luis Hernandez,Leicester City
p13152,144,2016/2017,Andy King,Leicester City
p149828,144,2016/2017,Islam Slimani,Leicester City
p15033,144,2016/2017,Wes Morgan,Leicester City
p154968,144,2016/2017,Tom Lawrence,Leicester City
p155569,144,2016/2017,Daniel Amartey,Leicester City
p165911,144,2016/2017,Bartosz Kapustka,Leicester City
p167867,144,2016/2017,Joseph Dodoo,Leicester City
p168222,144,2016/2017,Callum Elder,Leicester City
p172632,144,2016/2017,Demarai Gray,Leicester City
p172850,144,2016/2017,Ben Chilwell,Leicester City
p17745,144,2016/2017,Kasper Schmeichel,Leicester City
p179132,144,2016/2017,Andre Olukanmi,Leicester City
p179596,144,2016/2017,Elliott Moore,Leicester City
p1827,144,2016/2017,Mark Schwarzer,Leicester City
p201666,144,2016/2017,Harvey Barnes,Leicester City
p203341,144,2016/2017,Wilfred Ndidi,Leicester City
p37388,144,2016/2017,Marcin Wasilewski,Leicester City
p37402,144,2016/2017,Christian Fuchs,Leicester City
p38038,144,2016/2017,Ben Hamer,Leicester City
p40725,144,2016/2017,Danny Simpson,Leicester City
p40772,144,2016/2017,Gökhan Inler,Leicester City
p41321,144,2016/2017,Yohan Benalouane,Leicester City
p46695,144,2016/2017,Ritchie De Laet,Leicester City
p51934,144,2016/2017,Ron-Robert Zieler,Leicester City
p51938,144,2016/2017,Marc Albrighton,Leicester City
p54316,144,2016/2017,Leonardo Ulloa,Leicester City
p61603,144,2016/2017,Danny Drinkwater,Leicester City
p61604,144,2016/2017,Matty James,Leicester City
p78412,144,2016/2017,Shinji Okazaki,Leicester City
p86417,144,2016/2017,Jeffrey Schlupp,Leicester City
p86857,144,2016/2017,Liam Moore,Leicester City
p86881,144,2016/2017,Nampalys Mendy,Leicester City
p90714,144,2016/2017,Ahmed Musa,Leicester City
p100059,145,2016/2017,Alberto Moreno,Liverpool
p102548,145,2016/2017,Tiago Ilori,Liverpool
p103912,145,2016/2017,Jordon Ibe,Liverpool
p104542,145,2016/2017,Loris Karius,Liverpool
p106449,145,2016/2017,Kevin Stewart,Liverpool
p109363,145,2016/2017,João Teixeira,Liverpool
p110979,145,2016/2017,Sadio Mané,Liverpool
p112338,145,2016/2017,Emre Can,Liverpool
p120447,145,2016/2017,Brad Smith,Liverpool
p12450,145,2016/2017,Kolo Touré,Liverpool
p133801,145,2016/2017,Jerome Sinclair,Liverpool
p134381,145,2016/2017,Joseph Maguire,Liverpool
p134382,145,2016/2017,Lloyd Jones,Liverpool
p134383,145,2016/2017,Connor Randall,Liverpool
p134384,145,2016/2017,MJ Williams,Liverpool
p141281,145,2016/2017,Jordan Rossiter,Liverpool
p141291,145,2016/2017,Ryan Kent,Liverpool
p141293,145,2016/2017,Sam Hart,Liverpool
p141921,145,2016/2017,Sheyi Ojo,Liverpool
p141922,145,2016/2017,Daniel Cleary,Liverpool
p147668,145,2016/2017,Cameron Brannagan,Liverpool
p15157,145,2016/2017,James Milner,Liverpool
p152760,145,2016/2017,Divock Origi,Liverpool
p153477,145,2016/2017,Conor Masterson,Liverpool
p153682,145,2016/2017,Harry Wilson,Liverpool
p154051,145,2016/2017,Ovie Ejaria,Liverpool
p1616,145,2016/2017,Alexander Manninger,Liverpool
p169185,145,2016/2017,Herbie Kane,Liverpool
p169187,145,2016/2017,Trent Alexander-Arnold,Liverpool
p170437,145,2016/2017,Shamal George,Liverpool
p171287,145,2016/2017,Joseph Gomez,Liverpool
p174254,145,2016/2017,Pedro Chirivella,Liverpool
p174932,145,2016/2017,Sergi Canós,Liverpool
p182436,145,2016/2017,Ben Woodburn,Liverpool
p195473,145,2016/2017,Rhian Brewster,Liverpool
p197472,145,2016/2017,Toni Correia Gomes,Liverpool
p200720,145,2016/2017,Caoimhin Kelleher,Liverpool
p210237,145,2016/2017,Marko Grujic,Liverpool
p214275,145,2016/2017,Allan,Liverpool
p214434,145,2016/2017,Paulo Alves,Liverpool
p26725,145,2016/2017,José Enrique,Liverpool
p26793,145,2016/2017,Martin Skrtel,Liverpool
p33871,145,2016/2017,Ragnar Klavan,Liverpool
p38454,145,2016/2017,Dejan Lovren,Liverpool
p39155,145,2016/2017,Adam Lallana,Liverpool
p40555,145,2016/2017,Joe Allen,Liverpool
p40755,145,2016/2017,Daniel Sturridge,Liverpool
p40784,145,2016/2017,Mamadou Sakho,Liverpool
p41733,145,2016/2017,Georginio Wijnaldum,Liverpool
p42493,145,2016/2017,Mario Balotelli,Liverpool
p43191,145,2016/2017,Lucas Leiva,Liverpool
p45175,145,2016/2017,Ádám Bogdán,Liverpool
p54861,145,2016/2017,Christian Benteke,Liverpool
p56979,145,2016/2017,Jordan Henderson,Liverpool
p57328,145,2016/2017,Nathaniel Clyne,Liverpool
p60914,145,2016/2017,Joel Matip,Liverpool
p66797,145,2016/2017,Simon Mignolet,Liverpool
p82451,145,2016/2017,Luis Alberto,Liverpool
p84583,145,2016/2017,Philippe Coutinho,Liverpool
p84939,145,2016/2017,Danny Ings,Liverpool
p89088,145,2016/2017,Andre Wisdom,Liverpool
p91979,145,2016/2017,Jon Flanagan,Liverpool
p92217,145,2016/2017,Roberto Firmino,Liverpool
p95463,145,2016/2017,Danny Ward,Liverpool
p99323,145,2016/2017,Lazar Markovic,Liverpool
p103955,146,2016/2017,Raheem Sterling,Manchester City
p106921,146,2016/2017,Gerónimo Rulli,Manchester City
p107265,146,2016/2017,Angus Gunn,Manchester City
p109005,146,2016/2017,George Glendon,Manchester City
p109006,146,2016/2017,James Horsfield,Manchester City
p109646,146,2016/2017,Tosin Adarabioyo,Manchester City
p109652,146,2016/2017,Brandon Barker,Manchester City
p1101,146,2016/2017,Richard Wright,Manchester City
p112144,146,2016/2017,Billy O'Brien,Manchester City
p112994,146,2016/2017,Rubén Sobrino,Manchester City
p113037,146,2016/2017,Cameron Humphreys-Grant,Manchester City
p124165,146,2016/2017,Patrick Roberts,Manchester City
p136380,146,2016/2017,Bersant Celina,Manchester City
p145235,146,2016/2017,Angeliño,Manchester City
p14664,146,2016/2017,Yaya Touré,Manchester City
p15312,146,2016/2017,Martín Demichelis,Manchester City
p160729,146,2016/2017,Jason Denayer,Manchester City
p166507,146,2016/2017,Marlos Moreno,Manchester City
p170154,146,2016/2017,Pablo Maffeo,Manchester City
p17336,146,2016/2017,Gaël Clichy,Manchester City
p173515,146,2016/2017,Kelechi Iheanacho,Manchester City
p17476,146,2016/2017,Vincent Kompany,Manchester City
p175352,146,2016/2017,Manu García,Manchester City
p17740,146,2016/2017,Jesús Navas,Manchester City
p178871,146,2016/2017,Aleix García,Manchester City
p182156,146,2016/2017,Leroy Sané,Manchester City
p20310,146,2016/2017,Willy Caballero,Manchester City
p205651,146,2016/2017,Gabriel Jesus,Manchester City
p206325,146,2016/2017,Oleksandr Zinchenko,Manchester City
p20658,146,2016/2017,Pablo Zabaleta,Manchester City
p20664,146,2016/2017,David Silva,Manchester City
p209244,146,2016/2017,Phil Foden,Manchester City
p213221,146,2016/2017,David Faupala,Manchester City
p216183,146,2016/2017,Brahim Díaz,Manchester City
p27789,146,2016/2017,Fernandinho,Manchester City
p28554,146,2016/2017,Samir Nasri,Manchester City
p33148,146,2016/2017,Claudio Bravo,Manchester City
p37572,146,2016/2017,Sergio Agüero,Manchester City
p37748,146,2016/2017,Bacary Sagna,Manchester City
p41823,146,2016/2017,Fabian Delph,Manchester City
p42593,146,2016/2017,Aleksandar Kolarov,Manchester City
p52538,146,2016/2017,Fernando,Manchester City
p57001,146,2016/2017,Wilfried Bony,Manchester City
p57112,146,2016/2017,Eliaquim Mangala,Manchester City
